Checked,Protein FDR Confidence: Combined,Master,Accession,Description,LSK,LSK,LSK,LSK,LSK,LSK,ST,ST,ST,ST,ST,ST,TB,TB,TB,TB,TB,TB,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (Grouped) CV [%]: LSK SPI,Abundances (Grouped) CV [%]: LSK SPII,Abundances (Grouped) CV [%]: LSK SPIII,Abundances (Grouped) CV [%]: LSK SPIV,Abundances (Grouped) CV [%]: LSK SPV,Abundances (Grouped) CV [%]: LSK SPVI,Abundances (Grouped) CV [%]: ST SPI,Abundances (Grouped) CV [%]: ST SPII,Abundances (Grouped) CV [%]: ST SPIII,Abundances (Grouped) CV [%]: ST SPIV,Abundances (Grouped) CV [%]: ST SPV,Abundances (Grouped) CV [%]: ST SPVI,Abundances (Grouped) CV [%]: TB SPI,Abundances (Grouped) CV [%]: TB SPII,Abundances (Grouped) CV [%]: TB SPIII,Abundances (Grouped) CV [%]: TB SPIV,Abundances (Grouped) CV [%]: TB SPV,Abundances (Grouped) CV [%]: TB SPVI,"Found in Sample: [S1] F1: Sample, LSK SPI","Found in Sample: [S2] F2: Sample, LSK SPI","Found in Sample: [S3] F3: Sample, LSK SPI","Found in Sample: [S4] F4: Sample, LSK SPII","Found in Sample: [S5] F5: Sample, LSK SPII","Found in Sample: [S6] F6: Sample, LSK SPII","Found in Sample: [S7] F7: Sample, LSK SPIII","Found in Sample: [S8] F8: Sample, LSK SPIII","Found in Sample: [S9] F9: Sample, LSK SPIII","Found in Sample: [S10] F10: Sample, LSK SPIV","Found in Sample: [S11] F11: Sample, LSK SPIV","Found in Sample: [S12] F12: Sample, LSK SPIV","Found in Sample: [S13] F13: Sample, LSK SPV","Found in Sample: [S14] F14: Sample, LSK SPV","Found in Sample: [S15] F15: Sample, LSK SPV","Found in Sample: [S16] F16: Sample, LSK SPVI","Found in Sample: [S17] F17: Sample, LSK SPVI","Found in Sample: [S18] F18: Sample, LSK SPVI","Found in Sample: [S19] F19: Sample, ST SPI","Found in Sample: [S20] F20: Sample, ST SPI","Found in Sample: [S21] F21: Sample, ST SPI","Found in Sample: [S22] F22: Sample, ST SPII","Found in Sample: [S23] F23: Sample, ST SPII","Found in Sample: [S24] F24: Sample, ST SPII","Found in Sample: [S25] F25: Sample, ST SPIII","Found in Sample: [S26] F26: Sample, ST SPIII","Found in Sample: [S27] F27: Sample, ST SPIII","Found in Sample: [S28] F28: Sample, ST SPIV","Found in Sample: [S29] F29: Sample, ST SPIV","Found in Sample: [S30] F30: Sample, ST SPIV","Found in Sample: [S31] F31: Sample, ST SPV","Found in Sample: [S32] F32: Sample, ST SPV","Found in Sample: [S33] F33: Sample, ST SPV","Found in Sample: [S34] F34: Sample, ST SPVI","Found in Sample: [S35] F35: Sample, ST SPVI","Found in Sample: [S36] F36: Sample, ST SPVI","Found in Sample: [S37] F37: Control, TB SPI","Found in Sample: [S38] F38: Control, TB SPI","Found in Sample: [S39] F39: Control, TB SPI","Found in Sample: [S40] F40: Control, TB SPII","Found in Sample: [S41] F41: Control, TB SPII","Found in Sample: [S42] F42: Control, TB SPII","Found in Sample: [S43] F43: Control, TB SPIII","Found in Sample: [S44] F44: Control, TB SPIII","Found in Sample: [S45] F45: Control, TB SPIII","Found in Sample: [S46] F46: Control, TB SPIV","Found in Sample: [S47] F47: Control, TB SPIV","Found in Sample: [S48] F48: Control, TB SPIV","Found in Sample: [S49] F49: Control, TB SPV","Found in Sample: [S50] F50: Control, TB SPV","Found in Sample: [S51] F51: Control, TB SPV","Found in Sample: [S52] F52: Control, TB SPVI","Found in Sample: [S53] F53: Control, TB SPVI","Found in Sample: [S54] F54: Control, TB SPVI",# Protein Groups,Modifications
TRUE,High,IsMasterProtein,Q3UHU8,General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i PE=1 SV=1,27.02,30.2,65.5,12.1,15.4,11.9,124.22,71.2,146.7,194.6,34.1,174.5,295.9,126.2,147.3,148.2,154.5,171.7,0,37.332,10,4,23,4,962,108.3,7.8,28.55,4,0,,,64.5,107.34,42.89,25.76,,32.44,29.74,,111.91,39.37,15.6,9.48,11.16,16.55,9.72,3.11,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,High,1,
TRUE,High,IsMasterProtein,Q9Z1Z0,General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2,40.5,87.9,105.9,110,126.9,100.7,71.62,86.7,87.8,50.1,112.8,20.7,170,111.7,137.7,125.9,130.4,194.4,0,10.91,3,3,21,3,959,106.9,4.93,1.63,3,0,12.21,50.74,61.13,35.74,40.67,33.39,,70.83,21.62,0.14,38.94,73.63,20.14,2.7,5.79,11.92,12.88,11.53,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q8BUV3,Gephyrin OS=Mus musculus OX=10090 GN=Gphn PE=1 SV=2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,402.5,326.7,205.2,294.9,570.7,360,0,5.643,5,1,3,1,769,83.2,5.6,0,1,0,,,,,,,,,,,,,70.18,39.63,1.21,36,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,1,
TRUE,High,IsMasterProtein,A0A2I3BPS1,Glia maturation factor beta (Fragment) OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=1,29,45.9,133.4,140.4,130.6,169.7,28,117.6,144.3,86.6,174.4,50.9,91.9,78.3,92.6,81.9,75.1,129.2,0,8.03,22,2,5,2,155,18.4,5.08,0,2,0,10.04,9.32,25.48,3.73,19.62,14.82,81.87,11.9,26.18,14.21,26.04,11.98,15.2,0.63,8.66,17.57,3.06,10.72,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,High,IsMasterProtein,D3Z2F6,Glia maturation factor gamma (Fragment) OS=Mus musculus OX=10090 GN=Gmfg PE=1 SV=8,652.1,652.1,652.1,652.1,652.1,652.1,262.2,262.2,262.2,262.2,262.2,262.2,125.8,295.2333333,110,295.2333333,295.2333333,649.9,0.001,4.077,21,1,2,1,86,10.1,6.06,0,1,0,,,,,,23.59,,,,,,,42.71,,11.81,,,11.9,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,High,High,1,
TRUE,High,IsMasterProtein,Q07235,Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2,0.1,0.1,0.1,0.1,0.1,0.1,267.8,267.8,267.8,267.8,267.8,267.8,551,102.8,183.9,199.6,161.7,333.2,0,6.765,7,2,3,2,397,44.2,9.85,0,2,0,,,,,,,,,,,53.37,,48.4,,37.63,,,47.29,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,High,Peak Found,Not Found,1,
TRUE,High,IsMasterProtein,O88958,Glucosamine-6-phosphate isomerase 1 OS=Mus musculus OX=10090 GN=Gnpda1 PE=1 SV=3,29,45,50.1,60.1,68.8,121.3,186.48,46.4,135.5,16.8,71.1,662.6,64.3,66.5,97.9,80.5,82.1,102.2,0,18.931,26,4,9,4,289,32.5,6.6,4.69,4,0,25.12,12.6,26.33,12.11,8.02,8.6,,20.59,29.3,99.6,15.15,6.44,33.79,22.51,17.18,26.75,20.39,3.48,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
TRUE,High,IsMasterProtein,Q00612,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3,45.4,71,80.6,175.7,127.9,142.2,32.3,92.5,73.3,39.8,83.4,31.1,121.4,122,161.3,133.3,97.3,169.5,0,48.503,25,10,84,10,515,59.2,6.49,33.42,10,0,25.11,7.88,29.53,18.29,2.07,24.79,16.63,37.91,15.56,3.09,12.29,3.33,10.07,12.33,19.92,19.61,9.89,4.58,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,Medium,IsMasterProtein,Q9WU81,Glucose-6-phosphate exchanger SLC37A2 OS=Mus musculus OX=10090 GN=Slc37a2 PE=1 SV=1,257.375,257.375,127.6,268.4,195.3,438.2,138,138,138,138,146.3,129.7,124.7,98.88,92.5,67.1,71.6,138.5,0.023,2.044,2,1,1,1,501,55,6.37,0,1,0,,,,9.67,20.56,17.54,,,,,,,8.93,,,19.57,11.58,28.85,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,IsMasterProtein,P06745,Glucose-6-phosphate isomerase OS=Mus musculus OX=10090 GN=Gpi PE=1 SV=4,90.4,123.1,143.9,127.6,112.7,92.1,86.4,151.2,124.8,84.7,123,86.4,66.3,63.1,81.3,73.4,65.2,104.5,0,29.072,23,8,46,8,558,62.7,8.13,1.68,8,0,19.22,20.36,14.46,9.29,10.69,20.4,14.67,17.59,19.23,21.06,19.39,4.25,17.46,17.26,14.53,18.63,23.22,3.77,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,O08795,Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh PE=1 SV=1,113.5,109.7,99,82.6,87.7,132.8,67.9,86.5,111.9,58.4,104.4,72.9,118.5,115.3,124.4,123.1,117.8,73.6,0,11.392,6,3,18,3,521,58.8,4.46,7.85,3,0,17.57,26.12,18.64,10.53,11.13,12.54,19.82,23.61,16.3,17.81,17.75,16.23,11.38,9.5,8.86,6.67,5.65,48.28,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P26443,"Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1",69.4,114,115.3,134.6,125.7,147.5,49.3,91.3,53,44.6,72.3,42,122.6,133.9,135,113.3,130.1,106.1,0,105.384,46,17,218,17,558,61.3,8,88.26,17,0,16.55,6.54,5.08,5.85,9.71,8.91,9.93,6.79,5.26,9.15,1.58,6.09,3.26,4.39,2.66,3.5,1.21,1.93,High,Peak Found,Peak Found,High,High,High,High,High,High,High,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,O09172,Glutamate--cysteine ligase regulatory subunit OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1,29.7,52.9,47.7,83.1,75.2,70.6,158.16,40.5,346.5,122.7,200.9,80.2,89.6,96.1,128.8,119.7,88.6,127.2,0,13.386,16,3,17,3,274,30.5,5.52,6.32,3,0,,,57.02,26.5,47.55,58.98,,66.76,1.57,27.74,10.39,18.02,21.01,10.16,14.06,4.01,4.86,13.54,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,High,1,
TRUE,Medium,IsMasterProtein,Q810D6,Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Grwd1 PE=1 SV=2,0.1,0.1,0.1,0.1,0.1,0.1,284.675,156.8,348.6,284.675,348.8,284.5,121.4,74.7,96.2,91.5,67.6,210,0.023,2.075,4,1,3,1,446,49.2,4.81,0,1,0,,,,,,,,22.11,37.48,,40.86,,44.02,32.55,30.35,4.17,32.71,12.15,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,D3Z7P4,Glutaminase OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1,47.3,60,147.8,114.8,109.1,86.9,118.7,97,138.5,32.7,110.5,52.7,106.8,128.7,118.2,96.2,113,120.9,0,11.646,10,3,16,3,491,54.7,6.83,0,3,0,27.72,19.52,18.42,45.74,33.37,18.21,52.14,42.42,24.05,30.95,51.78,94.69,8.59,7.34,29.74,2.72,18.16,27.38,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q9D172,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Gatd3 PE=1 SV=1",64.7,66.9,140.1,127.5,126.7,190,89.48,113.6,97,79.2,102.5,55.1,104.4,115.1,114.9,97.6,107.9,96.9,0,11.979,15,2,15,2,266,28.1,8.78,0,2,0,15.92,12.78,25.18,18.24,13.24,32.81,,14.7,9.93,10.69,10.46,30.09,7.6,9.84,16.58,18.4,12.06,17.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,Peak Found,High,High,High,High,1,
TRUE,High,IsMasterProtein,P15105,Glutamine synthetase OS=Mus musculus OX=10090 GN=Glul PE=1 SV=6,183.2,159.4,135,133,87.3,139.58,65.95,57.2,74.7,65.95,65.95,65.95,230.1,165.4,185.4,160.1,119.9,109.4,0,8.562,11,2,6,2,373,42.1,7.08,2.14,2,0,19.04,13.11,9.49,3.1,12.87,,,,,,,,16.5,22.29,27.82,22.76,21.66,21.74,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,Q8BML9,Glutamine--tRNA ligase OS=Mus musculus OX=10090 GN=Qars1 PE=1 SV=1,147.8,67,80.5,71.8,97.54,120.6,124.8,124.8,124.8,124.8,124.8,124.8,156.2,282,151.8,135.6,129,333,0,6.89,5,2,5,2,775,87.6,7.31,0,2,0,,75.74,73.43,,,36.58,,,43.86,,,,46.14,37.39,26.98,38.65,15.24,11.23,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,High,IsMasterProtein,P16406,Glutamyl aminopeptidase OS=Mus musculus OX=10090 GN=Enpep PE=1 SV=1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,252,357.7,275.2,296.5,306.4,312.2,0,6.728,3,2,12,2,945,107.9,5.44,1.69,2,0,,,,,,,,,,,,,17.06,11.95,17.59,14.06,2.97,52.69,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Peak Found,High,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,Q9QUH0,Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=3,195,273.7,238.8,152.5,136.4,97,23.6,74.3,74.8,50.3,67.6,39.8,63.8,47.4,67.5,61.1,53.3,83.1,0,7.105,42,3,7,3,107,11.9,8.37,0,3,0,34.55,26.97,21.93,22.58,10.83,26.9,23.42,9.96,14.05,19.54,14.14,5.52,16.1,22.93,3.73,5.95,10.39,3.64,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,Q9CQM9,Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1,50.6,124,167.9,71.5,24.9,108.7,183.2,47.2,202.4,131.4,247.6,102.4,59.5,17.8,55.9,58.9,59,87.1,0,8.564,16,4,6,4,337,37.8,5.59,0,4,0,62.69,33.68,36.12,82.23,,17.47,25.21,71.73,9.29,35.3,14.81,16.23,11.82,41.38,19.14,12.71,21.27,16.53,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,A0A1Y7VN70,"Glutaredoxin-related protein 5, mitochondrial OS=Mus musculus OX=10090 GN=Glrx5 PE=1 SV=1",154.6,99.9,61.7,70.8,65.2,82.2,129.12,98.7,195.2,95.9,165.4,90.4,107.5,104.6,104.9,119.5,94.6,88.7,0,12.744,28,2,21,2,118,12.2,7.18,3.65,2,0,40.78,,8.35,,6.99,41.56,,,12.46,16.76,11.51,41.2,8.88,14.41,3.8,7.28,8.17,4.45,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q9Z2A9,Glutathione hydrolase 5 proenzyme OS=Mus musculus OX=10090 GN=Ggt5 PE=1 SV=2,0.1,0.1,0.1,0.1,0.1,0.1,73.6,73.6,73.6,73.6,73.6,73.6,249.9,325.8,326.1,260.4,260.8,303.4,0,21.527,12,4,48,4,573,61.6,8.5,18.89,4,0,,,,,,,,,,,,,23.9,9.64,14.29,15.16,10.4,4.92,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P11352,Glutathione peroxidase 1 OS=Mus musculus OX=10090 GN=Gpx1 PE=1 SV=2,126.2,169.5,133,127.9,113.9,143,47,90,80,73.3,98.6,50.4,106.1,82.7,108.1,76.6,69.4,104.5,0,38.904,47,7,112,7,201,22.3,7.21,47.85,7,0,15.99,1.81,1.69,3.05,4.54,13.86,11.04,4.3,2.42,13.39,14.28,23.55,5.73,6.44,4.67,4.75,8.98,3.76,High,Peak Found,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
